date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:31:15	98893/98893	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2012:10:43%20GMT	https://bslthemes.com/html/itsulu/img/faces/3.jpg	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/img/faces/3.jpg	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:15	125505/125505	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2012:10:42%20GMT	https://bslthemes.com/html/itsulu/img/faces/4.jpg	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/img/faces/4.jpg	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:15	193057/193057	---M--	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2012:10:33%20GMT	https://bslthemes.com/html/itsulu/img/deco/map.png	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/img/deco/map.png	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:16	7103/7103	---M--	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2012:10:35%20GMT	https://bslthemes.com/html/itsulu/img/logo/logo-light.png	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/img/logo/logo-light.png	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:16	89501/89501	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20May%202023%2012:10:43%20GMT	https://bslthemes.com/html/itsulu/js/plugins/jquery.min.js	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/js/plugins/jquery.min.js	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:16	143661/143661	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20May%202023%2012:10:43%20GMT	https://bslthemes.com/html/itsulu/js/plugins/swiper.min.js	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/js/plugins/swiper.min.js	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:16	3683/3683	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20May%202023%2012:24:36%20GMT	https://bslthemes.com/html/itsulu/js/main.js	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/js/main.js	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:17	3081/3081	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jan%202023%2015:25:06%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/style.css	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/bslthms-advanced-btns/assets/style.css	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:17	16857/16857	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2015%20May%202023%2022:25:03%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/script.js	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/bslthms-advanced-btns/assets/script.js	(from https://bslthemes.com/html/itsulu/?storefront=envato-elements)
22:31:17	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2006%20May%202023%2012:10:31%20GMT	https://bslthemes.com/html/itsulu/fonts/webfonts/fa-brands-400.eot	C:/Users/mitta/Downloads/Mentormenti%20Official%20Website/bslthemes.com/html/itsulu/fonts/webfonts/fa-brands-400.eot	(from https://bslthemes.com/html/itsulu/css/plugins/font-awesome.min.css)
